Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Water_Intake,Daily_Steps,Disease_Prediction
Tiger,Exotic,24,Male,200.4 kg,Eye Discharge,Vomiting,Appetite Loss,Lameness,2 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.4°C,76,5.6 L,1698,Parasitic Gastritis
Tiger,Exotic,6,Male,164.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.1°C,37,17.6 L,6939,Healthy
Tiger,Exotic,8,Male,116.9 kg,Fever,Lethargy,Coughing,Labored Breathing,4 days,No,Yes,No,Yes,Yes,No,No,No,Yes,40.5°C,75,3.0 L,3745,Viral Infection
Tiger,Exotic,14,Male,186.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,42,19.9 L,8531,Healthy
Tiger,Exotic,8,Male,216.5 kg,Weight Loss,Appetite Loss,Lethargy,Coughing,1 week,Yes,No,Yes,Yes,Yes,No,No,No,No,40.6°C,51,3.5 L,2841,Parasitic Gastritis
Tiger,Exotic,15,Male,243.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,37,15.3 L,7811,Healthy
Tiger,Exotic,16,Male,168.3 kg,Weight Loss,Dehydration,Weakness,Lameness,2 weeks,Yes,No,Yes,No,No,Yes,Yes,No,No,40.2°C,53,3.9 L,1350,Parasitic Gastritis
Tiger,Exotic,22,Female,140.4 kg,Fever,Lameness,Diarrhea,Labored Breathing,3 weeks,No,No,Yes,Yes,Yes,Yes,Yes,No,No,41.4°C,57,9.3 L,4791,Viral Infection
Tiger,Exotic,4,Female,104.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,36,16.7 L,10622,Healthy
Tiger,Exotic,11,Male,82.7 kg,Lethargy,Skin Lesions,Labored Breathing,Nasal Discharge,2 weeks,Yes,Yes,No,No,Yes,No,Yes,Yes,No,41.1°C,73,10.7 L,1929,Parasitic Gastritis
Tiger,Exotic,4,Female,264.5 kg,Fever,Dehydration,Diarrhea,Appetite Loss,2 days,Yes,Yes,Yes,No,Yes,No,No,Yes,No,40.2°C,67,7.6 L,3572,Fungal Dermatitis
Tiger,Exotic,17,Male,125.8 kg,Skin Lesions,Dehydration,Sneezing,Diarrhea,3 weeks,Yes,No,Yes,No,No,No,Yes,No,No,40.1°C,62,3.6 L,4390,Parasitic Gastritis
Tiger,Exotic,20,Female,101.1 kg,Skin Lesions,Weakness,Appetite Loss,Diarrhea,3 weeks,Yes,No,Yes,No,Yes,No,Yes,No,No,38.5°C,70,8.0 L,4014,Bacterial Pneumonia
Tiger,Exotic,9,Female,144.4 kg,Lameness,Dehydration,Sneezing,Eye Discharge,1 week,No,No,No,No,Yes,Yes,No,Yes,Yes,39.0°C,61,5.8 L,3580,Viral Infection
Tiger,Exotic,1,Male,246.1 kg,Diarrhea,Skin Lesions,Labored Breathing,Lameness,2 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41.2°C,46,6.8 L,3576,Heat Stress
Tiger,Exotic,14,Male,270.2 kg,Weight Loss,Eye Discharge,Labored Breathing,Weakness,1 week,Yes,No,Yes,No,Yes,No,No,No,Yes,38.6°C,75,1.8 L,1668,Bacterial Pneumonia
Tiger,Exotic,5,Male,171.5 kg,Weakness,Vomiting,Sneezing,Eye Discharge,10 days,No,Yes,No,Yes,No,No,Yes,No,Yes,39.5°C,53,8.4 L,2660,Parasitic Gastritis
Tiger,Exotic,4,Female,215.8 kg,Labored Breathing,Vomiting,Skin Lesions,Fever,4 days,Yes,Yes,No,No,Yes,No,Yes,No,No,39.1°C,67,2.7 L,2258,Viral Infection
Tiger,Exotic,21,Male,176.0 kg,Vomiting,Diarrhea,Appetite Loss,Weight Loss,2 days,Yes,Yes,Yes,No,No,No,Yes,No,No,41.4°C,69,8.5 L,690,Parasitic Gastritis
Tiger,Exotic,22,Male,273.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,35,20.2 L,6957,Healthy
Tiger,Exotic,11,Female,203.2 kg,Diarrhea,Nasal Discharge,Labored Breathing,Lethargy,3 weeks,Yes,No,Yes,No,Yes,No,No,Yes,No,40.5°C,71,3.2 L,3437,Parasitic Gastritis
Tiger,Exotic,2,Male,120.5 kg,Fever,Vomiting,Lameness,Coughing,2 weeks,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,39.3°C,64,9.1 L,1707,Viral Infection
Tiger,Exotic,14,Male,199.8 kg,Weight Loss,Labored Breathing,Diarrhea,Coughing,4 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,40.1°C,75,2.9 L,2295,Nutritional Deficiency
Tiger,Exotic,20,Female,108.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,44,13.0 L,11548,Healthy
Tiger,Exotic,3,Female,281.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,36,15.9 L,8695,Healthy
Tiger,Exotic,15,Male,216.5 kg,Diarrhea,Fever,Lameness,Eye Discharge,2 days,Yes,No,Yes,No,No,Yes,No,No,Yes,40.6°C,48,6.1 L,3321,Viral Infection
Tiger,Exotic,17,Female,113.5 kg,Labored Breathing,Vomiting,Coughing,Skin Lesions,2 weeks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,41.1°C,69,9.5 L,1508,Parasitic Gastritis
Tiger,Exotic,15,Male,201.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.5°C,41,19.5 L,9541,Healthy
Tiger,Exotic,7,Female,84.8 kg,Labored Breathing,Fever,Diarrhea,Dehydration,1 week,Yes,No,Yes,Yes,Yes,No,No,Yes,No,40.9°C,74,9.8 L,3464,Heat Stress
Tiger,Exotic,13,Male,292.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.1°C,36,21.4 L,6877,Healthy
Tiger,Exotic,20,Female,229.3 kg,Labored Breathing,Sneezing,Lethargy,Appetite Loss,10 days,Yes,No,No,No,Yes,Yes,No,No,No,39.8°C,69,1.4 L,1481,Viral Infection
Tiger,Exotic,1,Male,165.0 kg,Skin Lesions,Lethargy,Appetite Loss,Weight Loss,2 weeks,Yes,Yes,No,No,No,Yes,Yes,No,Yes,40.2°C,81,2.3 L,2636,Bacterial Pneumonia
Tiger,Exotic,10,Male,277.0 kg,Fever,Skin Lesions,Diarrhea,Sneezing,3 weeks,Yes,Yes,Yes,Yes,No,No,Yes,No,No,38.6°C,80,10.8 L,3030,Fungal Dermatitis
Tiger,Exotic,10,Female,83.7 kg,Eye Discharge,Weakness,Vomiting,Nasal Discharge,2 days,Yes,Yes,No,No,No,No,Yes,Yes,Yes,39.3°C,53,2.0 L,1812,Heat Stress
Tiger,Exotic,21,Female,210.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,43,19.0 L,6449,Healthy
Tiger,Exotic,22,Female,215.0 kg,Nasal Discharge,Weight Loss,Lethargy,Skin Lesions,2 days,No,No,No,No,Yes,No,Yes,Yes,No,39.1°C,45,3.8 L,1621,Viral Infection
Tiger,Exotic,12,Male,267.3 kg,Weight Loss,Nasal Discharge,Vomiting,Coughing,2 days,No,Yes,Yes,Yes,No,Yes,No,Yes,No,40.0°C,82,6.3 L,1303,Parasitic Gastritis
Tiger,Exotic,13,Female,132.4 kg,Sneezing,Skin Lesions,Weakness,Fever,10 days,Yes,No,No,No,Yes,No,Yes,No,Yes,39.5°C,75,2.0 L,3615,Bacterial Pneumonia
Tiger,Exotic,23,Female,167.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,39,15.0 L,6659,Healthy
Tiger,Exotic,11,Male,123.9 kg,Sneezing,Vomiting,Skin Lesions,Appetite Loss,1 week,Yes,Yes,No,No,No,No,Yes,No,No,40.4°C,64,8.0 L,3740,Bacterial Pneumonia
Tiger,Exotic,19,Female,100.9 kg,Fever,Lethargy,Eye Discharge,Labored Breathing,10 days,Yes,Yes,No,No,Yes,No,No,No,Yes,39.9°C,64,6.3 L,1109,Parasitic Gastritis
Tiger,Exotic,16,Male,133.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,39,15.2 L,6238,Healthy
Tiger,Exotic,21,Male,198.0 kg,Appetite Loss,Weakness,Lethargy,Sneezing,2 days,Yes,Yes,Yes,No,Yes,No,No,No,Yes,39.8°C,76,9.3 L,2195,Fungal Dermatitis
Tiger,Exotic,3,Female,121.6 kg,Nasal Discharge,Diarrhea,Dehydration,Lameness,2 weeks,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,39.8°C,71,2.4 L,2446,Bacterial Pneumonia
Tiger,Exotic,2,Female,207.1 kg,Weakness,Labored Breathing,Diarrhea,Dehydration,1 week,No,Yes,Yes,No,Yes,No,No,Yes,No,39.2°C,62,3.8 L,4400,Viral Infection
Tiger,Exotic,4,Female,235.2 kg,Sneezing,Lethargy,Nasal Discharge,Fever,2 weeks,Yes,Yes,No,No,No,No,No,Yes,Yes,39.7°C,81,7.2 L,1005,Parasitic Gastritis
Tiger,Exotic,11,Male,164.0 kg,Labored Breathing,Diarrhea,Eye Discharge,Vomiting,10 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,40.0°C,78,7.8 L,2225,Nutritional Deficiency
Tiger,Exotic,2,Male,209.4 kg,Dehydration,Vomiting,Diarrhea,Eye Discharge,3 weeks,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,40.2°C,77,4.8 L,1869,Nutritional Deficiency
Tiger,Exotic,23,Female,175.7 kg,Vomiting,Labored Breathing,Eye Discharge,Lethargy,2 days,No,Yes,No,No,Yes,Yes,No,No,Yes,39.4°C,61,7.8 L,1680,Heat Stress
Tiger,Exotic,15,Male,170.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,37,18.5 L,6023,Healthy
Tiger,Exotic,5,Male,226.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,35,13.4 L,10595,Healthy
Tiger,Exotic,23,Female,105.5 kg,Weakness,Weight Loss,Appetite Loss,Lethargy,4 days,Yes,No,No,Yes,Yes,Yes,Yes,No,No,41.2°C,80,8.5 L,398,Bacterial Pneumonia
Tiger,Exotic,8,Male,257.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,43,20.8 L,11930,Healthy
Tiger,Exotic,13,Female,211.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,43,12.1 L,8284,Healthy
Tiger,Exotic,11,Male,170.5 kg,Eye Discharge,Weight Loss,Labored Breathing,Diarrhea,2 weeks,No,No,Yes,Yes,Yes,No,No,No,Yes,41.4°C,53,8.9 L,931,Parasitic Gastritis
Tiger,Exotic,2,Male,279.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,36,21.7 L,8163,Healthy
Tiger,Exotic,17,Male,194.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.5°C,35,16.2 L,11759,Healthy
Tiger,Exotic,5,Female,128.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,40,13.6 L,6173,Healthy
Tiger,Exotic,2,Male,283.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,44,21.2 L,6744,Healthy
Tiger,Exotic,22,Male,227.3 kg,Coughing,Eye Discharge,Vomiting,Appetite Loss,1 week,Yes,Yes,No,Yes,No,No,No,Yes,Yes,41.2°C,66,4.3 L,4730,Viral Infection
Tiger,Exotic,7,Male,108.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,42,20.3 L,11450,Healthy
Tiger,Exotic,22,Female,112.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,42,18.8 L,10220,Healthy
Tiger,Exotic,4,Male,110.5 kg,Lameness,Lethargy,Coughing,Fever,1 week,No,No,Yes,Yes,Yes,Yes,No,No,No,40.2°C,62,10.2 L,4031,Bacterial Pneumonia
Tiger,Exotic,24,Male,141.0 kg,Dehydration,Lameness,Appetite Loss,Coughing,10 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,40.6°C,46,6.9 L,470,Nutritional Deficiency
Tiger,Exotic,18,Male,168.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,37,14.8 L,9244,Healthy
Tiger,Exotic,24,Male,208.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,35,18.7 L,7431,Healthy
Tiger,Exotic,5,Female,153.7 kg,Skin Lesions,Weight Loss,Lameness,Nasal Discharge,1 week,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,40.3°C,60,10.4 L,2796,Nutritional Deficiency
Tiger,Exotic,8,Male,221.6 kg,Lethargy,Coughing,Dehydration,Fever,1 week,Yes,No,No,Yes,No,No,Yes,No,No,41.0°C,67,1.4 L,493,Parasitic Gastritis
Tiger,Exotic,15,Female,248.7 kg,Eye Discharge,Appetite Loss,Labored Breathing,Coughing,3 weeks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,41.1°C,62,2.3 L,848,Heat Stress
Tiger,Exotic,5,Male,111.6 kg,Dehydration,Coughing,Lethargy,Weight Loss,10 days,Yes,No,Yes,Yes,No,No,No,No,Yes,38.8°C,82,2.1 L,1616,Fungal Dermatitis
Tiger,Exotic,23,Female,204.7 kg,Appetite Loss,Lameness,Vomiting,Nasal Discharge,2 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,39.3°C,77,7.0 L,3473,Fungal Dermatitis
Tiger,Exotic,8,Male,111.4 kg,Appetite Loss,Vomiting,Skin Lesions,Eye Discharge,10 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.0°C,47,10.4 L,3754,Parasitic Gastritis
Tiger,Exotic,10,Male,133.4 kg,Lameness,Appetite Loss,Sneezing,Weakness,2 days,Yes,Yes,No,No,No,Yes,Yes,No,No,40.5°C,59,5.8 L,3147,Bacterial Pneumonia
Tiger,Exotic,17,Male,198.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,44,17.4 L,6080,Healthy
Tiger,Exotic,2,Female,108.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,39,18.5 L,8965,Healthy
Tiger,Exotic,21,Female,134.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,44,18.3 L,9424,Healthy
Tiger,Exotic,10,Male,171.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,40,15.5 L,9084,Healthy
Tiger,Exotic,5,Male,71.2 kg,Coughing,Appetite Loss,Dehydration,Labored Breathing,2 days,Yes,No,No,Yes,Yes,No,No,No,No,39.8°C,51,5.9 L,4225,Viral Infection
Tiger,Exotic,22,Female,149.4 kg,Coughing,Lethargy,Weight Loss,Sneezing,1 week,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,39.9°C,50,9.4 L,1078,Parasitic Gastritis
Tiger,Exotic,12,Male,292.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,35,15.7 L,9357,Healthy
Tiger,Exotic,18,Female,242.8 kg,Dehydration,Coughing,Fever,Lameness,2 days,Yes,Yes,Yes,Yes,No,Yes,No,No,No,40.2°C,68,5.2 L,3993,Parasitic Gastritis
Tiger,Exotic,12,Male,192.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,44,12.9 L,6087,Healthy
Tiger,Exotic,10,Male,158.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,35,14.5 L,10011,Healthy
Tiger,Exotic,18,Male,239.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,38,16.9 L,8512,Healthy
Tiger,Exotic,10,Male,233.6 kg,Fever,Eye Discharge,Diarrhea,Weakness,2 days,Yes,No,Yes,No,Yes,No,Yes,No,Yes,40.9°C,61,9.6 L,4283,Viral Infection
Tiger,Exotic,22,Female,115.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.5°C,40,17.2 L,7869,Healthy
Tiger,Exotic,18,Female,293.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,38,19.4 L,10666,Healthy
Tiger,Exotic,6,Female,157.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,41,18.4 L,10378,Healthy
Tiger,Exotic,5,Male,235.0 kg,Nasal Discharge,Appetite Loss,Lameness,Eye Discharge,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,40.5°C,72,8.1 L,478,Heat Stress
Tiger,Exotic,4,Female,291.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,37,12.9 L,7130,Healthy
Tiger,Exotic,11,Male,167.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,35,19.2 L,8922,Healthy
Tiger,Exotic,7,Female,145.6 kg,Weight Loss,Appetite Loss,Lethargy,Nasal Discharge,2 weeks,Yes,No,No,No,Yes,No,No,Yes,No,39.1°C,83,8.4 L,2896,Bacterial Pneumonia
Tiger,Exotic,18,Female,89.1 kg,Vomiting,Sneezing,Lameness,Lethargy,3 weeks,No,Yes,No,Yes,No,Yes,No,No,No,40.9°C,53,10.4 L,1674,Fungal Dermatitis
Tiger,Exotic,2,Female,273.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,41,20.8 L,9470,Healthy
Tiger,Exotic,13,Male,277.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,44,17.0 L,7728,Healthy
Tiger,Exotic,22,Male,234.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,39,16.7 L,7765,Healthy
Tiger,Exotic,5,Female,253.2 kg,Vomiting,Lameness,Diarrhea,Lethargy,2 weeks,Yes,Yes,Yes,No,No,Yes,No,No,No,39.8°C,78,7.4 L,837,Bacterial Pneumonia
Tiger,Exotic,18,Male,212.1 kg,Coughing,Eye Discharge,Labored Breathing,Lameness,3 weeks,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,40.8°C,46,4.3 L,2620,Nutritional Deficiency
Tiger,Exotic,18,Female,272.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,36,16.7 L,7684,Healthy
Tiger,Exotic,1,Female,116.2 kg,Lethargy,Eye Discharge,Dehydration,Nasal Discharge,4 days,Yes,No,No,Yes,No,No,Yes,Yes,Yes,39.7°C,72,7.5 L,1222,Heat Stress
Tiger,Exotic,10,Male,105.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,41,13.6 L,11903,Healthy
Tiger,Exotic,18,Male,84.1 kg,Dehydration,Skin Lesions,Lameness,Weakness,4 days,No,No,No,No,Yes,Yes,Yes,No,No,39.7°C,64,7.7 L,4785,Parasitic Gastritis
Tiger,Exotic,7,Female,188.8 kg,Sneezing,Skin Lesions,Appetite Loss,Lethargy,2 days,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,39.5°C,48,7.1 L,2710,Heat Stress
Tiger,Exotic,9,Female,193.7 kg,Labored Breathing,Nasal Discharge,Weight Loss,Lethargy,1 week,Yes,No,No,No,Yes,No,No,Yes,Yes,40.2°C,50,4.2 L,1477,Bacterial Pneumonia
Tiger,Exotic,14,Female,283.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,35,12.4 L,11125,Healthy
Tiger,Exotic,22,Female,279.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,44,16.6 L,9389,Healthy
Tiger,Exotic,8,Female,136.4 kg,Sneezing,Dehydration,Nasal Discharge,Appetite Loss,1 week,Yes,Yes,No,No,No,No,Yes,Yes,No,40.0°C,45,5.9 L,2051,Parasitic Gastritis
Tiger,Exotic,5,Male,295.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,37,17.3 L,7536,Healthy
Tiger,Exotic,11,Female,135.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,43,17.7 L,7858,Healthy
Tiger,Exotic,8,Male,239.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,43,18.1 L,8724,Healthy
Tiger,Exotic,3,Male,125.6 kg,Dehydration,Lameness,Vomiting,Sneezing,3 weeks,No,Yes,Yes,No,No,Yes,No,No,No,40.5°C,72,7.3 L,3163,Parasitic Gastritis
Tiger,Exotic,6,Male,282.1 kg,Lameness,Nasal Discharge,Appetite Loss,Sneezing,4 days,Yes,No,No,Yes,No,Yes,No,Yes,No,41.0°C,62,5.9 L,3012,Parasitic Gastritis
Tiger,Exotic,11,Female,130.8 kg,Lethargy,Diarrhea,Fever,Labored Breathing,1 week,Yes,No,Yes,No,Yes,No,No,No,No,40.1°C,66,5.9 L,450,Bacterial Pneumonia
Tiger,Exotic,18,Male,213.9 kg,Weakness,Dehydration,Coughing,Lameness,10 days,Yes,No,No,Yes,No,Yes,No,No,No,39.2°C,57,2.4 L,4710,Viral Infection
Tiger,Exotic,23,Female,208.6 kg,Sneezing,Vomiting,Lameness,Weight Loss,2 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,41.4°C,58,10.0 L,3869,Parasitic Gastritis
Tiger,Exotic,15,Male,168.8 kg,Lethargy,Appetite Loss,Fever,Diarrhea,4 days,Yes,No,Yes,No,Yes,Yes,No,No,No,39.5°C,83,3.5 L,448,Nutritional Deficiency
Tiger,Exotic,24,Female,264.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,37,18.5 L,10541,Healthy
Tiger,Exotic,12,Male,219.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,44,20.0 L,6524,Healthy
Tiger,Exotic,24,Female,190.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,36,16.0 L,6920,Healthy
Tiger,Exotic,12,Female,107.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,40,18.7 L,9706,Healthy
Tiger,Exotic,6,Female,198.2 kg,Appetite Loss,Weakness,Sneezing,Diarrhea,2 weeks,Yes,No,Yes,No,No,No,No,No,Yes,41.2°C,83,8.6 L,1871,Parasitic Gastritis
Tiger,Exotic,21,Male,285.0 kg,Sneezing,Lameness,Diarrhea,Nasal Discharge,2 weeks,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,40.3°C,67,5.9 L,1750,Heat Stress
Tiger,Exotic,16,Female,167.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,42,15.2 L,7413,Healthy
Tiger,Exotic,24,Male,262.7 kg,Skin Lesions,Appetite Loss,Coughing,Labored Breathing,3 weeks,Yes,No,No,Yes,Yes,No,Yes,No,Yes,39.3°C,81,1.6 L,1432,Parasitic Gastritis
Tiger,Exotic,5,Male,192.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.5°C,44,12.8 L,7745,Healthy
Tiger,Exotic,20,Male,299.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,42,16.3 L,10623,Healthy
Tiger,Exotic,9,Male,157.4 kg,Nasal Discharge,Lameness,Skin Lesions,Lethargy,2 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,41.2°C,76,4.2 L,1551,Viral Infection
Tiger,Exotic,6,Female,262.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.1°C,42,18.2 L,9189,Healthy
Tiger,Exotic,8,Male,74.0 kg,Appetite Loss,Labored Breathing,Fever,Lameness,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,No,39.4°C,48,3.5 L,1704,Heat Stress
Tiger,Exotic,13,Female,231.9 kg,Weakness,Nasal Discharge,Lethargy,Appetite Loss,4 days,Yes,No,Yes,Yes,No,No,No,Yes,No,40.2°C,78,5.4 L,2634,Parasitic Gastritis
Tiger,Exotic,9,Female,279.3 kg,Sneezing,Lameness,Lethargy,Eye Discharge,1 week,Yes,Yes,No,No,Yes,Yes,No,No,Yes,39.6°C,83,10.0 L,2058,Parasitic Gastritis
Tiger,Exotic,8,Male,107.8 kg,Lameness,Labored Breathing,Weight Loss,Appetite Loss,2 weeks,Yes,No,Yes,No,Yes,Yes,No,No,Yes,38.9°C,54,10.4 L,1027,Fungal Dermatitis
Tiger,Exotic,6,Female,229.4 kg,Weakness,Labored Breathing,Lameness,Weight Loss,4 days,Yes,Yes,No,No,Yes,Yes,No,No,No,40.8°C,65,9.1 L,3969,Fungal Dermatitis
Tiger,Exotic,22,Female,169.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,41,13.2 L,7107,Healthy
Tiger,Exotic,17,Female,269.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,39,13.7 L,10814,Healthy
Tiger,Exotic,17,Female,223.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,42,17.0 L,11020,Healthy
Tiger,Exotic,5,Male,83.3 kg,Dehydration,Nasal Discharge,Sneezing,Labored Breathing,3 weeks,Yes,No,No,No,Yes,No,No,Yes,No,38.8°C,62,7.3 L,3046,Viral Infection
Tiger,Exotic,20,Male,273.8 kg,Eye Discharge,Fever,Nasal Discharge,Skin Lesions,3 weeks,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,40.5°C,72,5.0 L,3459,Bacterial Pneumonia
Tiger,Exotic,7,Female,229.8 kg,Labored Breathing,Sneezing,Eye Discharge,Nasal Discharge,2 weeks,No,No,No,No,Yes,No,No,Yes,Yes,40.2°C,72,1.7 L,3782,Bacterial Pneumonia
Tiger,Exotic,6,Male,197.9 kg,Lethargy,Weight Loss,Eye Discharge,Appetite Loss,3 weeks,Yes,No,Yes,No,No,No,No,No,Yes,40.1°C,77,8.2 L,1476,Nutritional Deficiency
Tiger,Exotic,1,Female,265.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,40,15.5 L,11629,Healthy
Tiger,Exotic,24,Female,129.5 kg,Vomiting,Appetite Loss,Weight Loss,Lethargy,2 days,Yes,Yes,No,No,No,Yes,No,No,No,40.5°C,61,1.5 L,1376,Fungal Dermatitis
Tiger,Exotic,13,Female,91.0 kg,Skin Lesions,Labored Breathing,Weakness,Lethargy,1 week,Yes,No,No,No,Yes,Yes,Yes,No,No,41.5°C,69,9.7 L,651,Nutritional Deficiency
Tiger,Exotic,7,Male,264.8 kg,Appetite Loss,Vomiting,Dehydration,Lameness,10 days,Yes,Yes,No,No,No,Yes,Yes,No,No,39.6°C,53,5.1 L,3811,Fungal Dermatitis
Tiger,Exotic,14,Female,212.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,38,17.7 L,6955,Healthy
Tiger,Exotic,1,Male,214.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,40,17.5 L,7765,Healthy
Tiger,Exotic,11,Male,124.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.1°C,42,16.8 L,11430,Healthy
Tiger,Exotic,2,Female,137.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,36,21.4 L,9198,Healthy
Tiger,Exotic,16,Male,146.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,37,12.8 L,8427,Healthy
Tiger,Exotic,19,Female,158.6 kg,Appetite Loss,Lameness,Sneezing,Fever,10 days,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,40.9°C,55,5.9 L,415,Heat Stress
